video_title,comment_text,is_sarcastic
Monsoon arrives in Namma Bengaluru,Brilliant. affordable! sell one kidney deposit.,1
Final Cut Pro 2026 Full Tutorial,"Honestly, looking tutorial writing custom FxPlug plugins, thank Keep",0
A day in the life of an MCA student at Presidency University,Great video. Love local culture vibe city.,0
Taking a flight from Patna to Bengaluru,Thanks! really miss weather Enjoy,0
DIY Autonomous Car with LiDAR Sensor,generous Next year maybe get floppy disk drive,1
The new 8GB RAM MacBook Pro in 2026,Awesome. think worth upgrade coming older model. Thanks sharing.,0
Color Grading in Pixelmator Pro,"Wow, user interface hidden need map find timeline. needed.",1
Learning PHP in 2026,"Great video. Thanks visual diagram, really helped understand pointers swap. Thanks sharing.",0
Adobe After Effects vs Apple Motion,Brilliant. favorite feature eats 64GB RAM instantly. brave.,1
Best FxPlug Plugins for Creators,"Truly, Ah, paying $50 plugin shakes screen. Worth brave.",1
Adobe After Effects vs Apple Motion,"Honestly, looking tutorial writing custom FxPlug plugins, thank Thanks sharing.",0
Renting a 1BHK in Indiranagar 2026,Beautiful shots Cubbon Park. green! Keep,0
I Built a Machine Learning Model in 5 Minutes,"Wow, Could follow-up video asynchronous functions? helpful.",0
Reviewing the new Raspberry Pi 6,"Wow, Great camera test! low light performance impressive. Thanks sharing.",0
Final Cut Pro 2026 Full Tutorial,"agree, audio mixing tips end lifesaver. Keep",0
Deploying to Production on Friday at 5 PM,Great video. straightforward explanation ever seen. helpful.,0
Renting a 1BHK in Indiranagar 2026,"Wow, Beautiful shots Cubbon Park. green! Keep",0
Final Cut Pro 2026 Full Tutorial,"Great video. looking tutorial writing custom FxPlug plugins, thank",0
Best street food in Bengaluru,"Lmao, Wow, think saw car move three entire inches hour. Thrilling pace....",1
Adobe After Effects vs Apple Motion,Thanks! Pixelmator Pro seriously giving Adobe run money.,0
Building a mechanical keyboard from scratch,"Truly, Finally, reasonably priced piece metal. desk feeling cheap. Masterpiece.",1
Bengaluru Traffic Timelapse (Silk Board),"Honestly, Great vlog! Brings back memories college days. Keep",0
Understanding Pointers in C,"Great video. Thanks visual diagram, really helped understand pointers swap. helpful.",0
Is Web3 the future of the internet?,Great video. using week battery life insane. helpful.,0
Taking a flight from Patna to Bengaluru,Brilliant. Nothing like 2-hour commute 5km distance build character....,1
Best FxPlug Plugins for Creators,new color grading tools massive step last year. Thanks sharing.,0
How to center a div in CSS,"Honestly, saved hours debugging MCA assignment, thank much!",0
