video_title,comment_text,is_sarcastic
Why Python is the absolute fastest language,"Lmao, Wow, so fast! It only took 3 hours to print Hello World.",1
Using Light Theme in VS Code,"Truly, Amazing. You just invented the `if` statement.",1
Best FxPlug Plugins for Creators,"Oh, Rendering this 4K video only took 3 days. Blazing fast. So brave.",1
Why Python is the absolute fastest language,"Haha, Amazing. You just invented the `if` statement. So brave.",1
How to center a div in CSS,"Oh, Sure it did, buddy. And I am the Queen of England.",1
Color Grading in Pixelmator Pro,"Great video. I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 🔥",0
Building a Flask API for my Assignment Tracker,Brilliant. Great tutorial! I didn't need my retinas anyway. Masterpiece.,1
I Built a Machine Learning Model in 5 Minutes,"Brilliant. Sure it did, buddy. And I am the Queen of England. Incredible.",1
Apple announces new $999 Monitor Stand,"Haha, I definitely want to pay a $40 gas fee just to like a tweet. Sign me up. Just what I needed.",1
Final Cut Pro 2026 Full Tutorial,Awesome. The magnetic timeline in FCP makes editing so much faster for my workflow. Thanks for sharing.,0
Apple announces new $999 Monitor Stand,"Haha, So generous of them! Next year maybe we will get a floppy disk drive too. 🙃",1
I Built a Machine Learning Model in 5 Minutes,"I agree, I didn't know about that shortcut, very helpful. 🙏",0
How to center a div in CSS,"Honestly, Finally got my environment running. Appreciate the clear step-by-step instructions. Very helpful.",0
Reviewing the new Raspberry Pi 6,"Oh, Can't wait to buy the charger separately for another $200. 🙃",1
Why Python is the absolute fastest language,"Haha, Because nothing says 'relaxing weekend' like a catastrophic database failure....",1
Reviewing the new Raspberry Pi 6,"Great video. I actually like the new design, feels very premium. Very helpful.",0
Taking a flight from Patna to Bengaluru,"I agree, I really miss the weather there. Enjoy it! Keep it up!",0
Is Web3 the future of the internet?,Awesome. What switches did you use? They sound really smooth. 👍,0
Color Grading in Pixelmator Pro,"Lmao, Wow, the user interface is so hidden I need a map to find the timeline. So brave.",1
DIY Autonomous Car with LiDAR Sensor,"I agree, I think it's worth the upgrade if you are coming from an older model. Thanks for sharing.",0
A day in the life of an MCA student at Presidency University,"Honestly, The biryani you ordered looks fantastic. 👍",0
Monsoon arrives in Namma Bengaluru,"Oh, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. 🙃",1
Best street food in Bengaluru,"I agree, The paneer butter masala at that last spot looked amazing. Definitely visiting next time. 🙏",0
Final Cut Pro 2026 Full Tutorial,"I agree, Thanks for the deep dive into Apple Motion, very underrated software. 🙏",0
Building a mechanical keyboard from scratch,"I agree, Great camera test! The low light performance is impressive. 🔥",0
How to center a div in CSS,"Ah yes, This tutorial fixed my marriage. So brave.",1
DIY Autonomous Car with LiDAR Sensor,"Honestly, The upgraded processing power makes it perfect for my autonomous drone project. 🙏",0
Taking a flight from Patna to Bengaluru,"Lmao, Ah, the Venice of India. Time to get my gondola out.",1
Reviewing the new Raspberry Pi 6,Awesome. Great camera test! The low light performance is impressive. 🙏,0
Adobe After Effects vs Apple Motion,"Honestly, This transition pack actually looks very clean and professional. 🙏",0
Final Cut Pro 2026 Full Tutorial,"Thanks for the deep dive into Apple Motion, very underrated software. Keep it up!",0
Bengaluru Traffic Timelapse (Silk Board),Thanks! I really miss the weather there. Enjoy it! Thanks for sharing.,0
Bengaluru Traffic Timelapse (Silk Board),"Ah yes, The auto driver asked for 500 rupees to cross the street. Fair price....",1
The new 8GB RAM MacBook Pro in 2026,"Wow, Good thorough review, especially the thermal testing.",0
Learning PHP in 2026,"Haha, I'm sure the memory leaks are just 'undocumented features'. 🙄",1
Final Cut Pro 2026 Full Tutorial,"Haha, I love it when the software crashes right before I hit save. Adds excitement. 🙄",1
Best street food in Bengaluru,"Wow, Only 40k rent for a broom closet? What a steal!...",1
Apple announces new $999 Monitor Stand,Brilliant. I definitely want to pay a $40 gas fee just to like a tweet. Sign me up. 🙄,1
Adobe After Effects vs Apple Motion,Your audio mixing tips at the end were a lifesaver. Keep it up!,0
Adobe After Effects vs Apple Motion,Brilliant. Rendering this 4K video only took 3 days. Blazing fast. 🙄,1
Final Cut Pro 2026 Full Tutorial,"I agree, The new color grading tools are a massive step up from last year. Thanks for sharing.",0
Best FxPlug Plugins for Creators,"I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 🙏",0
DIY Autonomous Car with LiDAR Sensor,Awesome. Thanks for comparing it with the previous generation. Thanks for sharing.,0
How to center a div in CSS,Awesome. Very concise and to the point. Subscribed. Thanks for sharing.,0
Best street food in Bengaluru,"Honestly, Love the local culture and vibe of this city. Thanks for sharing.",0
How to center a div in CSS,Great video. Very concise and to the point. Subscribed. Very helpful.,0
Reviewing the new Raspberry Pi 6,"Oh, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. 🙄",1
Learning PHP in 2026,"Wow, Could you do a follow-up video on asynchronous functions? 🙏",0
Best street food in Bengaluru,"Wow, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. 🙄",1
The new 8GB RAM MacBook Pro in 2026,Thanks! Thanks for comparing it with the previous generation. Keep it up!,0
Why Python is the absolute fastest language,Brilliant. I'm sure the memory leaks are just 'undocumented features'. Incredible.,1
Adobe After Effects vs Apple Motion,Thanks! The magnetic timeline in FCP makes editing so much faster for my workflow. 👍,0
Understanding Pointers in C,"Lmao, Because nothing says 'relaxing weekend' like a catastrophic database failure. Incredible.",1
How to center a div in CSS,"Truly, Ah yes, the most unsolved problem in modern physics. 🙃",1
Adobe After Effects vs Apple Motion,"Brilliant. Oh good, another subscription model to drain my bank account. 🙄",1
Bengaluru Traffic Timelapse (Silk Board),"I agree, The paneer butter masala at that last spot looked amazing. Definitely visiting next time. Thanks for sharing.",0
A day in the life of an MCA student at Presidency University,"Lmao, The auto driver asked for 500 rupees to cross the street. Fair price. 🙃",1
Renting a 1BHK in Indiranagar 2026,Great video. The paneer butter masala at that last spot looked amazing. Definitely visiting next time. Thanks for sharing.,0
Reviewing the new Raspberry Pi 6,"Lmao, They removed the headphone jack for courage. Truly brave. Masterpiece.",1
Best FxPlug Plugins for Creators,"Wow, I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Thanks for sharing.",0
Monsoon arrives in Namma Bengaluru,Awesome. The paneer butter masala at that last spot looked amazing. Definitely visiting next time. 🔥,0
DIY Autonomous Car with LiDAR Sensor,"Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. 🙄",1
Final Cut Pro 2026 Full Tutorial,"Truly, Rendering this 4K video only took 3 days. Blazing fast....",1
My Code Compiled on the First Try!,"Oh, I copy-pasted this and my computer caught fire. Thanks! Masterpiece.",1
Monsoon arrives in Namma Bengaluru,Awesome. Love the local culture and vibe of this city.,0
Building a mechanical keyboard from scratch,Awesome. Thanks for comparing it with the previous generation. Thanks for sharing.,0
The new 8GB RAM MacBook Pro in 2026,"I agree, I think it's worth the upgrade if you are coming from an older model. 🔥",0
Deploying to Production on Friday at 5 PM,"Truly, This tutorial fixed my marriage....",1
Understanding Pointers in C,"Oh, Great tutorial! I didn't need my retinas anyway. Masterpiece.",1
Taking a flight from Patna to Bengaluru,Awesome. Beautiful shots of Cubbon Park. So green! 🙏,0
Apple announces new $999 Monitor Stand,"Lmao, Can't wait to buy the charger separately for another $200....",1
Using Light Theme in VS Code,"I agree, Great perspective. Focusing only on what you can control is essential. Very helpful.",0
Renting a 1BHK in Indiranagar 2026,"Oh, I enjoy swimming to the campus every July. Incredible.",1
Taking a flight from Patna to Bengaluru,"Oh, I love how the potholes are practically historical landmarks now. Masterpiece.",1
DIY Autonomous Car with LiDAR Sensor,"Wow, I actually like the new design, feels very premium. 🔥",0
Building a Flask API for my Assignment Tracker,"Lmao, Wow, so fast! It only took 3 hours to print Hello World. So brave.",1
Monsoon arrives in Namma Bengaluru,"Wow, Love the local culture and vibe of this city. 🙏",0
Adobe After Effects vs Apple Motion,"Honestly, Your audio mixing tips at the end were a lifesaver. Very helpful.",0
Understanding Pointers in C,"Oh, Because nothing says 'relaxing weekend' like a catastrophic database failure.",1
Color Grading in Pixelmator Pro,"Oh good, another subscription model to drain my bank account.",1
Final Cut Pro 2026 Full Tutorial,Brilliant. My favorite feature is how it eats 64GB of RAM instantly....,1
Apple announces new $999 Monitor Stand,"Wow, Great camera test! The low light performance is impressive. Keep it up!",0
Renting a 1BHK in Indiranagar 2026,"Wow, Great vlog! Brings back memories from my college days. Very helpful.",0
Building a Flask API for my Assignment Tracker,"Honestly, I prefer using Docker for this, but your method works great too. 🙏",0
Using Light Theme in VS Code,Brilliant. Because nothing says 'relaxing weekend' like a catastrophic database failure. Masterpiece.,1
How to center a div in CSS,"Wow, Ah yes, the most unsolved problem in modern physics. 🙄",1
Apple announces new $999 Monitor Stand,"Awesome. I actually like the new design, feels very premium. 🔥",0
Understanding Pointers in C,"Great video. I prefer using Docker for this, but your method works great too. Thanks for sharing.",0
Renting a 1BHK in Indiranagar 2026,The biryani you ordered looks fantastic.,0
Building a Flask API for my Assignment Tracker,"Thanks! I didn't know about that shortcut, very helpful. 👍",0
Why Python is the absolute fastest language,"Honestly, Very concise and to the point. Subscribed. 🙏",0
Why Python is the absolute fastest language,"Haha, Truly groundbreaking to use a nested loop in 2026.",1
Java vs C++ for Competitive Programming,"Ah yes, Yes, and my HTML code is self-aware now. Incredible.",1
Apple announces new $999 Monitor Stand,"Wow, I think it's worth the upgrade if you are coming from an older model. 🙏",0
Best FxPlug Plugins for Creators,"Haha, My favorite feature is how it eats 64GB of RAM instantly. 🙄",1
DIY Autonomous Car with LiDAR Sensor,"Honestly, Good thorough review, especially the thermal testing. 🙏",0
Is Web3 the future of the internet?,"I agree, I think it's worth the upgrade if you are coming from an older model. 🔥",0
Best street food in Bengaluru,The metro extension is really helping with the commute. Thanks for sharing.,0
Renting a 1BHK in Indiranagar 2026,"Truly, Nothing like a 2-hour commute for a 5km distance to build character.",1
My Code Compiled on the First Try!,"I agree, I prefer using Docker for this, but your method works great too. 🔥",0
Building a Flask API for my Assignment Tracker,"Honestly, I didn't know about that shortcut, very helpful. 🙏",0
Best street food in Bengaluru,Great video. Can you share the exact location of that Dosa place? Thanks for sharing.,0
I Built a Machine Learning Model in 5 Minutes,"Yes, and my HTML code is self-aware now. 🙃",1
Reviewing the new Raspberry Pi 6,"Oh, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. So brave.",1
Best street food in Bengaluru,"Ah yes, Only 40k rent for a broom closet? What a steal! Masterpiece.",1
The new 8GB RAM MacBook Pro in 2026,I definitely want to pay a $40 gas fee just to like a tweet. Sign me up. 🙄,1
DIY Autonomous Car with LiDAR Sensor,Thanks! The upgraded processing power makes it perfect for my autonomous drone project. Very helpful.,0
Apple announces new $999 Monitor Stand,"Finally, a reasonably priced piece of metal. My desk was feeling too cheap. Incredible.",1
Best street food in Bengaluru,"Truly, The auto driver asked for 500 rupees to cross the street. Fair price. Just what I needed.",1
Best street food in Bengaluru,Nothing like a 2-hour commute for a 5km distance to build character. Just what I needed.,1
Bengaluru Traffic Timelapse (Silk Board),Awesome. Beautiful shots of Cubbon Park. So green! 👍,0
Best street food in Bengaluru,"Lmao, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. Masterpiece.",1
Apple announces new $999 Monitor Stand,"Haha, So generous of them! Next year maybe we will get a floppy disk drive too. Just what I needed.",1
Final Cut Pro 2026 Full Tutorial,Brilliant. Rendering this 4K video only took 3 days. Blazing fast....,1
Reviewing the new Raspberry Pi 6,"Brilliant. Finally, a reasonably priced piece of metal. My desk was feeling too cheap. Incredible.",1
Adobe After Effects vs Apple Motion,"I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 🙏",0
Renting a 1BHK in Indiranagar 2026,"Wow, Nothing like a 2-hour commute for a 5km distance to build character. Incredible.",1
Best street food in Bengaluru,"Truly, Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours.",1
Final Cut Pro 2026 Full Tutorial,Great video. This transition pack actually looks very clean and professional. Thanks for sharing.,0
The new 8GB RAM MacBook Pro in 2026,"Lmao, Next they will sell us the screen and keyboard separately. Masterpiece.",1
Deploying to Production on Friday at 5 PM,"Oh, Sure it did, buddy. And I am the Queen of England. So brave.",1
Building a mechanical keyboard from scratch,"I agree, What switches did you use? They sound really smooth. Keep it up!",0
The new 8GB RAM MacBook Pro in 2026,"Wow, Thanks for comparing it with the previous generation. 🙏",0
Final Cut Pro 2026 Full Tutorial,"Lmao, Yes, because I definitely needed 400 new transition wipes. 🤡",1
Color Grading in Pixelmator Pro,"Brilliant. Yes, because I definitely needed 400 new transition wipes. 🙃",1
Taking a flight from Patna to Bengaluru,"Wow, The auto driver asked for 500 rupees to cross the street. Fair price. 🙄",1
DIY Autonomous Car with LiDAR Sensor,"I agree, Good thorough review, especially the thermal testing. Keep it up!",0
My Code Compiled on the First Try!,"Wow, Very concise and to the point. Subscribed. Very helpful.",0
Monsoon arrives in Namma Bengaluru,Awesome. Beautiful shots of Cubbon Park. So green! 🙏,0
Building a Flask API for my Assignment Tracker,"Wow, I prefer using Docker for this, but your method works great too. Thanks for sharing.",0
DIY Autonomous Car with LiDAR Sensor,"I agree, Thanks for comparing it with the previous generation. 👍",0
Taking a flight from Patna to Bengaluru,Thanks! Love the local culture and vibe of this city. 🔥,0
Final Cut Pro 2026 Full Tutorial,"Truly, Yes, because I definitely needed 400 new transition wipes. 🙃",1
Is Web3 the future of the internet?,Awesome. Great camera test! The low light performance is impressive. Very helpful.,0
Best street food in Bengaluru,"Wow, The paneer butter masala at that last spot looked amazing. Definitely visiting next time. 👍",0
Monsoon arrives in Namma Bengaluru,Brilliant. So affordable! I only had to sell one kidney for the deposit. 🤡,1
Final Cut Pro 2026 Full Tutorial,"Honestly, I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Keep it up!",0
A day in the life of an MCA student at Presidency University,Great video. Love the local culture and vibe of this city. 👍,0
Taking a flight from Patna to Bengaluru,Thanks! I really miss the weather there. Enjoy it! 👍,0
DIY Autonomous Car with LiDAR Sensor,So generous of them! Next year maybe we will get a floppy disk drive too. 🤡,1
The new 8GB RAM MacBook Pro in 2026,Awesome. I think it's worth the upgrade if you are coming from an older model. Thanks for sharing.,0
Color Grading in Pixelmator Pro,"Wow, the user interface is so hidden I need a map to find the timeline. Just what I needed.",1
Learning PHP in 2026,"Great video. Thanks for the visual diagram, it really helped me understand how the pointers swap. Thanks for sharing.",0
Adobe After Effects vs Apple Motion,Brilliant. My favorite feature is how it eats 64GB of RAM instantly. So brave.,1
Best FxPlug Plugins for Creators,"Truly, Ah, paying $50 for a plugin that just shakes the screen. Worth it. So brave.",1
Adobe After Effects vs Apple Motion,"Honestly, I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Thanks for sharing.",0
Renting a 1BHK in Indiranagar 2026,Beautiful shots of Cubbon Park. So green! Keep it up!,0
I Built a Machine Learning Model in 5 Minutes,"Wow, Could you do a follow-up video on asynchronous functions? Very helpful.",0
Reviewing the new Raspberry Pi 6,"Wow, Great camera test! The low light performance is impressive. Thanks for sharing.",0
Final Cut Pro 2026 Full Tutorial,"I agree, Your audio mixing tips at the end were a lifesaver. Keep it up!",0
Deploying to Production on Friday at 5 PM,Great video. This is the most straightforward explanation I have ever seen. Very helpful.,0
Renting a 1BHK in Indiranagar 2026,"Wow, Beautiful shots of Cubbon Park. So green! Keep it up!",0
Final Cut Pro 2026 Full Tutorial,"Great video. I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 👍",0
Best street food in Bengaluru,"Lmao, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace....",1
Adobe After Effects vs Apple Motion,Thanks! Pixelmator Pro is seriously giving Adobe a run for their money.,0
Building a mechanical keyboard from scratch,"Truly, Finally, a reasonably priced piece of metal. My desk was feeling too cheap. Masterpiece.",1
Bengaluru Traffic Timelapse (Silk Board),"Honestly, Great vlog! Brings back memories from my college days. Keep it up!",0
Understanding Pointers in C,"Great video. Thanks for the visual diagram, it really helped me understand how the pointers swap. Very helpful.",0
Is Web3 the future of the internet?,Great video. I've been using it for a week and the battery life is insane. Very helpful.,0
Taking a flight from Patna to Bengaluru,Brilliant. Nothing like a 2-hour commute for a 5km distance to build character....,1
Best FxPlug Plugins for Creators,The new color grading tools are a massive step up from last year. Thanks for sharing.,0
How to center a div in CSS,"Honestly, This saved me hours of debugging my MCA assignment, thank you so much! 🙏",0
